10,0,0,0,1,0,0,500,0
10,0,0,0,1,2,2,500,0
10,0,0,0,1,4,4,500,0
10,0,0,0,1,6,6,500,0
10,0,0,0,1,8,8,500,0
10,0,0,0,1,10,10,500,0
10,0,0,0,1,12,12,500,0
10,0,0,0,1,14,14,500,0
10,0,0,0,1,16,16,500,0
10,0,0,0,1,18,18,500,0
10,0,0,0,1,20,20,500,0
10,0,0,0,1,22,22,500,0
10,0,0,0,1,24,24,500,0
10,0,0,0,1,26,26,500,0
10,0,0,0,1,28,28,500,0
10,0,0,0,1,30,30,500,0
10,0,0,0,1,32,32,500,0
10,0,0,0,1,34,34,500,0
10,0,0,0,1,36,36,500,0
10,0,0,0,1,38,38,500,0
10,0,0,0,1,40,40,500,0
10,0,0,0,1,42,42,500,0
10,0,0,0,1,44,44,500,0
10,0,0,0,1,46,46,500,0
10,0,0,0,1,48,48,500,0
10,0,0,0,1,50,50,500,0
10,0,0,0,1,52,52,500,0
10,0,0,0,1,54,54,500,0
10,0,0,0,1,56,56,500,0
10,0,0,0,1,58,58,500,0
10,0,0,0,1,60,60,500,0
10,0,0,0,1,62,62,500,0
10,0,0,0,1,64,64,500,0
10,0,0,0,1,66,66,500,0
10,0,0,0,1,68,68,500,0
10,0,0,0,1,70,70,500,0
10,0,0,0,1,72,72,500,0
10,0,0,0,1,74,74,500,0
10,0,0,0,1,76,76,500,0
10,0,0,0,1,78,78,500,0
10,0,0,0,1,80,80,500,0
10,0,0,0,1,82,82,500,0
10,0,0,0,1,84,84,500,0
10,0,0,0,1,86,86,500,0
10,0,0,0,1,88,88,500,0
10,0,0,0,1,90,90,500,0
10,0,0,0,1,92,92,500,0
10,0,0,0,1,94,94,500,0
10,0,0,0,1,96,96,500,0
10,0,0,0,1,98,98,500,0
10,0,0,0,1,100,100,500,0
10,0,0,0,1,102,102,500,0
10,0,0,0,1,104,104,500,0
10,0,0,0,1,106,106,500,0
10,0,0,0,1,108,108,500,0
10,0,0,0,1,110,110,500,0
10,0,0,0,1,112,112,500,0
10,0,0,0,1,114,114,500,0
10,0,0,0,1,116,116,500,0
10,0,0,0,1,118,118,500,0
